state,occupation,employee_count,annual_mean_pay,hourly_mean_pay
NJ,"Electronic Equipment Installers and Repairers, Motor Vehicles",,31880,15.33
NJ,Electronic Home Entertainment Equipment Installers and Repairers,430,39220,18.85
NJ,Security and Fire Alarm Systems Installers,2210,53030,25.50
NJ,Aircraft Mechanics and Service Technicians,2370,69090,33.22
NJ,Automotive Body and Related Repairers,3780,49180,23.64
NJ,Automotive Glass Installers and Repairers,,39600,19.04
NJ,Automotive Service Technicians and Mechanics,14810,48620,23.38
NJ,Bus and Truck Mechanics and Diesel Engine Specialists,8590,55500,26.68
NJ,Farm Equipment Mechanics and Service Technicians,60,43000,20.67
NJ,"Mobile Heavy Equipment Mechanics, Except Engines",2280,62430,30.02
NJ,Rail Car Repairers,320,65890,31.68
NJ,Motorboat Mechanics and Service Technicians,510,48110,23.13
NJ,Motorcycle Mechanics,140,43580,20.95
NJ,Outdoor Power Equipment and Other Small Engine Mechanics,680,44800,21.54
NJ,Bicycle Repairers,110,30370,14.60
NJ,Bridge and Lock Tenders,110,49880,23.98
NJ,Recreational Vehicle Service Technicians,,50220,24.15
NJ,Tire Repairers and Changers,3430,29080,13.98
NJ,Mechanical Door Repairers,610,48990,23.55
NJ,"Control and Valve Installers and Repairers, Except Mechanical Door",490,64650,31.08
NJ,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",9510,59630,28.67
NJ,Home Appliance Repairers,1430,48430,23.28
NJ,Industrial Machinery Mechanics,7640,59340,28.53
NJ,"Maintenance Workers, Machinery",680,48860,23.49
NJ,Millwrights,960,67860,32.63
NJ,Electrical Power-Line Installers and Repairers,,85460,41.09
NJ,Telecommunications Line Installers and Repairers,5570,84130,40.45
NJ,Camera and Photographic Equipment Repairers,200,43240,20.79
NJ,Medical Equipment Repairers,1190,57850,27.82
NJ,Musical Instrument Repairers and Tuners,350,43000,20.67
NJ,Watch Repairers,230,51760,24.88
NJ,"Precision Instrument and Equipment Repairers, All Other",850,66580,32.01
NJ,"Maintenance and Repair Workers, General",31190,45540,21.90
NJ,"Coin, Vending, and Amusement Machine Servicers and Repairers",840,36390,17.49
NJ,Commercial Divers,80,77080,37.06
NJ,Locksmiths and Safe Repairers,530,46550,22.38
NJ,Riggers,140,59420,28.57
NJ,Signal and Track Switch Repairers,,69930,33.62
NJ,"Helpers--Installation, Maintenance, and Repair Workers",2860,31810,15.29
NJ,"Installation, Maintenance, and Repair Workers, All Other",4540,43060,20.70
NJ,Production Occupations,171360,40130,19.30
NJ,First-Line Supervisors of Production and Operating Workers,12590,70300,33.80
NJ,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",70,48760,23.44
NJ,"Coil Winders, Tapers, and Finishers",160,38070,18.30
NJ,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",5780,37640,18.10
NJ,Engine and Other Machine Assemblers,320,40450,19.45
NJ,Structural Metal Fabricators and Fitters,750,48600,23.37
NJ,Fiberglass Laminators and Fabricators,670,43580,20.95
NJ,"Assemblers and Fabricators, All Other, Including Team Assemblers",11000,30850,14.83
NJ,Bakers,4790,31090,14.95
NJ,Butchers and Meat Cutters,3230,43680,21.00
NJ,"Meat, Poultry, and Fish Cutters and Trimmers",2220,29560,14.21
NJ,Slaughterers and Meat Packers,660,28120,13.52
NJ,Parking Lot Attendants,4990,24720,11.89
NJ,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",550,31200,15.00
NJ,Food Batchmakers,3030,34780,16.72
NJ,Food Cooking Machine Operators and Tenders,900,31420,15.11
NJ,"Food Processing Workers, All Other",990,24570,11.81
NJ,"Computer-Controlled Machine Tool Operators, Metal and Plastic",2430,45750,22.00
NJ,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",450,55980,26.92
NJ,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1650,35060,16.85
NJ,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",250,36760,17.67
NJ,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",590,36410,17.51
NJ,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",4230,34850,16.75
NJ,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,47780,22.97
NJ,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1130,36900,17.74
NJ,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",550,44030,21.17
NJ,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",540,49770,23.93
NJ,Machinists,4520,50160,24.11
NJ,Metal-Refining Furnace Operators and Tenders,120,47870,23.02
NJ,"Pourers and Casters, Metal",90,37990,18.26
NJ,"Model Makers, Metal and Plastic",100,57260,27.53
NJ,Foundry Mold and Coremakers,190,39520,19.00
NJ,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2670,36580,17.59
NJ,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1200,36180,17.39
NJ,Tool and Die Makers,850,55680,26.77
NJ,"Welders, Cutters, Solderers, and Brazers",4440,47050,22.62
NJ,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",850,34900,16.78
NJ,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",200,39190,18.84
NJ,"Layout Workers, Metal and Plastic",,36400,17.50
NJ,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",790,36950,17.77
NJ,"Tool Grinders, Filers, and Sharpeners",30,29250,14.06
NJ,"Metal Workers and Plastic Workers, All Other",590,34930,16.79
NJ,Prepress Technicians and Workers,1220,53580,25.76
NJ,Printing Press Operators,3660,45580,21.91
NJ,Print Binding and Finishing Workers,1900,35510,17.07
NJ,Laundry and Dry-Cleaning Workers,7760,23820,11.45
NJ,"Pressers, Textile, Garment, and Related Materials",830,24770,11.91
NJ,Sewing Machine Operators,3690,24370,11.72
NJ,Shoe and Leather Workers and Repairers,50,37050,17.81
NJ,"Sewers, Hand",180,30200,14.52
NJ,"Tailors, Dressmakers, and Custom Sewers",500,33870,16.29
NJ,Textile Bleaching and Dyeing Machine Operators and Tenders,170,32500,15.62
NJ,"Textile Cutting Machine Setters, Operators, and Tenders",400,32000,15.38
NJ,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",200,28500,13.70
NJ,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",160,33010,15.87
NJ,Fabric and Apparel Patternmakers,230,29090,13.99
NJ,Upholsterers,360,40150,19.31
NJ,"Textile, Apparel, and Furnishings Workers, All Other",570,26380,12.68
NJ,Cabinetmakers and Bench Carpenters,1540,44270,21.29
NJ,Furniture Finishers,410,35940,17.28
NJ,"Sawing Machine Setters, Operators, and Tenders, Wood",120,33280,16.00
NJ,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",750,33090,15.91
NJ,"Woodworkers, All Other",70,40130,19.29
NJ,Power Distributors and Dispatchers,230,89590,43.07
NJ,Power Plant Operators,470,84190,40.48
NJ,Stationary Engineers and Boiler Operators,1410,58990,28.36
NJ,Water and Wastewater Treatment Plant and System Operators,2500,59590,28.65
NJ,Chemical Plant and System Operators,590,62880,30.23
NJ,Gas Plant Operators,220,75150,36.13
NJ,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",510,,
NJ,"Plant and System Operators, All Other",290,62690,30.14
NJ,Chemical Equipment Operators and Tenders,3320,49050,23.58
NJ,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",930,55230,26.55
NJ,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",870,37170,17.87
NJ,"Grinding and Polishing Workers, Hand",500,39090,18.79
NJ,"Mixing and Blending Machine Setters, Operators, and Tenders",3810,41700,20.05
NJ,"Cutters and Trimmers, Hand",460,25680,12.35
NJ,"Cutting and Slicing Machine Setters, Operators, and Tenders",1960,34290,16.48
NJ,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3220,36700,17.64
NJ,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",230,41570,19.98
NJ,"Inspectors, Testers, Sorters, Samplers, and Weighers",13570,42770,20.56
NJ,Jewelers and Precious Stone and Metal Workers,730,54870,26.38
NJ,Dental Laboratory Technicians,490,42610,20.48
NJ,Medical Appliance Technicians,,41510,19.96
NJ,Ophthalmic Laboratory Technicians,220,35000,16.83
NJ,Packaging and Filling Machine Operators and Tenders,14090,29830,14.34
NJ,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1940,40130,19.29
NJ,"Painters, Transportation Equipment",970,48570,23.35
NJ,"Painting, Coating, and Decorating Workers",520,30600,14.71
NJ,Semiconductor Processors,,42290,20.33
NJ,Photographic Process Workers and Processing Machine Operators,490,33790,16.25
NJ,Adhesive Bonding Machine Operators and Tenders,160,37660,18.10
NJ,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",660,31990,15.38
NJ,Cooling and Freezing Equipment Operators and Tenders,90,36240,17.42
NJ,Etchers and Engravers,370,28880,13.88
NJ,"Molders, Shapers, and Casters, Except Metal and Plastic",820,45180,21.72
NJ,"Paper Goods Machine Setters, Operators, and Tenders",2470,31880,15.33
NJ,Helpers--Production Workers,4660,28400,13.66
NJ,"Production Workers, All Other",4300,33160,15.94
NJ,Transportation and Material Moving Occupations,379840,38070,18.30
NJ,Aircraft Cargo Handling Supervisors,100,58820,28.28
NJ,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",16360,60960,29.31
NJ,Commercial Pilots,260,93440,
NJ,Air Traffic Controllers,190,118380,56.92
NJ,Airfield Operations Specialists,180,68270,32.82
NJ,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",320,28870,13.88
NJ,"Bus Drivers, Transit and Intercity",7300,48960,23.54
NJ,"Bus Drivers, School or Special Client",16810,37970,18.26
NJ,Driver/Sales Workers,8680,33410,16.06
NJ,Heavy and Tractor-Trailer Truck Drivers,48760,49080,23.60
NJ,Light Truck or Delivery Services Drivers,32310,38220,18.38
NJ,Taxi Drivers and Chauffeurs,8510,29260,14.07
NJ,"Motor Vehicle Operators, All Other",2350,39050,18.77
NJ,Locomotive Engineers,1330,61310,29.47
NJ,"Railroad Brake, Signal, and Switch Operators",220,57610,27.70
NJ,Railroad Conductors and Yardmasters,980,70500,33.89
NJ,Subway and Streetcar Operators,100,60510,29.09
NJ,"Rail Transportation Workers, All Other",120,72440,34.83
NJ,Sailors and Marine Oilers,620,36750,17.67
NJ,"Captains, Mates, and Pilots of Water Vessels",480,75170,36.14
NJ,Motorboat Operators,70,56740,27.28
NJ,Ship Engineers,120,73790,35.48
NJ,Automotive and Watercraft Service Attendants,10230,22380,10.76
NJ,Traffic Technicians,50,52130,25.06
NJ,Transportation Inspectors,740,74010,35.58
NJ,"Transportation Attendants, Except Flight Attendants",350,26360,12.67
NJ,Conveyor Operators and Tenders,230,35350,16.99
NJ,Crane and Tower Operators,760,69970,33.64
NJ,Excavating and Loading Machine and Dragline Operators,950,71690,34.47
NJ,Industrial Truck and Tractor Operators,17990,36490,17.55
NJ,Cleaners of Vehicles and Equipment,8360,26020,12.51
NJ,"Laborers and Freight, Stock, and Material Movers, Hand",141660,30280,14.56
NJ,Machine Feeders and Offbearers,1790,31710,15.25
NJ,"Packers and Packagers, Hand",30180,25160,12.10
NJ,Gas Compressor and Gas Pumping Station Operators,200,65930,31.70
NJ,"Pump Operators, Except Wellhead Pumpers",360,47230,22.71
NJ,Refuse and Recyclable Material Collectors,1640,36730,17.66
NJ,"Tank Car, Truck, and Ship Loaders",460,57370,27.58
NJ,"Material Moving Workers, All Other",680,,
NM,All Occupations,811680,45400,21.83
NM,Management Occupations,36630,98940,47.57
NM,General and Operations Managers,13880,101720,48.90
NM,Legislators,480,23960,
NM,Advertising and Promotions Managers,100,81210,39.04
NM,Marketing Managers,350,100320,48.23
NM,Sales Managers,970,105240,50.60
NM,Public Relations and Fundraising Managers,200,110090,52.93
NM,Administrative Services Managers,1800,97940,47.09
NM,Computer and Information Systems Managers,1050,114120,54.87
NM,Financial Managers,2250,104790,50.38
NM,Industrial Production Managers,390,109170,52.48
NM,Purchasing Managers,200,110480,53.12
NM,"Transportation, Storage, and Distribution Managers",390,92540,44.49
NM,Compensation and Benefits Managers,30,119050,57.24
NM,Human Resources Managers,500,100160,48.15
NM,Training and Development Managers,100,95930,46.12
NM,Construction Managers,1540,89410,42.99
NM,"Education Administrators, Preschool and Childcare Center/Program",300,46340,22.28
NM,"Education Administrators, Elementary and Secondary School",1580,85530,
NM,"Education Administrators, Postsecondary",630,91000,43.75
NM,"Education Administrators, All Other",280,70920,34.10
NM,Architectural and Engineering Managers,1590,163260,78.49
NM,Food Service Managers,990,55530,26.70
NM,Funeral Service Managers,50,64320,30.92
NM,Gaming Managers,70,78670,37.82
NM,Lodging Managers,330,59460,28.59
NM,Medical and Health Services Managers,1640,122650,58.97
NM,Natural Sciences Managers,380,104030,50.01
NM,Postmasters and Mail Superintendents,150,67380,32.39
NM,"Property, Real Estate, and Community Association Managers",750,56260,27.05
NM,Social and Community Service Managers,670,65750,31.61
NM,Emergency Management Directors,90,95580,45.95
NM,"Managers, All Other",2850,96490,46.39
NM,Business and Financial Operations Occupations,35850,67260,32.34
NM,Buyers and Purchasing Agents,1780,66470,31.96
NM,"Claims Adjusters, Examiners, and Investigators",1040,63890,30.72
NM,"Insurance Appraisers, Auto Damage",40,68560,32.96
NM,Compliance Officers,1450,68290,32.83
NM,Cost Estimators,1010,59580,28.64
NM,Human Resources Specialists,2740,61300,29.47
NM,Labor Relations Specialists,230,64350,30.94
NM,Logisticians,670,80400,38.66
NM,Management Analysts,2700,81240,39.06
NM,"Meeting, Convention, and Event Planners",410,37400,17.98
NM,Fundraisers,330,52590,25.28
NM,"Compensation, Benefits, and Job Analysis Specialists",210,60570,29.12
NM,Training and Development Specialists,2040,56520,27.17
NM,Market Research Analysts and Marketing Specialists,1530,57010,27.41
NM,"Business Operations Specialists, All Other",7140,70340,33.82
NM,Accountants and Auditors,6050,66370,31.91
NM,Appraisers and Assessors of Real Estate,610,44710,21.49
NM,Budget Analysts,590,76880,36.96
NM,Credit Analysts,190,61500,29.57
NM,Financial Analysts,1010,103040,49.54
NM,Personal Financial Advisors,480,133500,64.18
NM,Insurance Underwriters,140,61050,29.35
NM,Financial Examiners,80,84370,40.56
NM,Credit Counselors,450,37870,18.21
NM,Loan Officers,1470,63320,30.44
NM,Biological Technicians,280,44860,21.57
NM,"Tax Examiners and Collectors, and Revenue Agents",210,46850,22.53
NM,Tax Preparers,400,42040,20.21
NM,"Financial Specialists, All Other",870,61940,29.78
NM,Computer and Mathematical Occupations,15520,78830,37.90
NM,Computer and Information Research Scientists,770,136370,65.56
NM,Computer Systems Analysts,1670,84660,40.70
NM,Information Security Analysts,820,106360,51.13
NM,Computer Programmers,610,72770,34.99
NM,"Software Developers, Applications",1420,,
NM,"Software Developers, Systems Software",1690,94690,45.53
NM,Web Developers,270,61470,29.55
NM,Database Administrators,410,80270,38.59
NM,Network and Computer Systems Administrators,1820,76700,36.87
NM,Computer Network Architects,590,111210,53.47
NM,Computer User Support Specialists,2250,43190,20.77
NM,Computer Network Support Specialists,1450,59190,28.46
NM,"Computer Occupations, All Other",1250,79540,38.24
NM,Mathematicians,70,106790,51.34
NM,Operations Research Analysts,310,86080,41.38
NM,Statisticians,90,81100,38.99
NM,Architecture and Engineering Occupations,19880,95110,45.72
NM,"Architects, Except Landscape and Naval",450,72740,34.97
NM,Landscape Architects,120,53910,25.92
NM,Cartographers and Photogrammetrists,40,69250,33.29
NM,Surveyors,280,74470,35.80
NM,Aerospace Engineers,700,114340,54.97
NM,Chemical Engineers,100,110020,52.90
NM,Civil Engineers,1430,88840,42.71
NM,Electrical Engineers,1470,113050,54.35
NM,"Electronics Engineers, Except Computer",910,115420,55.49
NM,Environmental Engineers,420,95720,46.02
NM,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",280,116350,55.94
NM,Industrial Engineers,490,102120,49.10
NM,Materials Engineers,330,124780,59.99
NM,Mechanical Engineers,1290,110210,52.99
NM,"Mining and Geological Engineers, Including Mining Safety Engineers",240,140130,67.37
NM,Nuclear Engineers,760,136310,65.53
NM,Petroleum Engineers,230,,
NM,"Engineers, All Other",2010,114790,55.19
NM,Architectural and Civil Drafters,730,51200,24.62
NM,Electrical and Electronics Drafters,240,74870,35.99
NM,Mechanical Drafters,220,69930,33.62
NM,"Drafters, All Other",50,59730,28.72
NM,Aerospace Engineering and Operations Technicians,200,73570,35.37
NM,Civil Engineering Technicians,880,45380,21.82
NM,Electrical and Electronics Engineering Technicians,1230,64650,31.08
NM,Environmental Engineering Technicians,70,49970,24.02
NM,Industrial Engineering Technicians,,79470,38.21
NM,Mechanical Engineering Technicians,110,79530,38.24
NM,"Engineering Technicians, Except Drafters, All Other",1940,78160,37.58
NM,Surveying and Mapping Technicians,640,47440,22.81
NM,"Life, Physical, and Social Science Occupations",11570,83820,40.30
NM,Soil and Plant Scientists,70,57840,27.81
NM,Microbiologists,60,50580,24.32
NM,Zoologists and Wildlife Biologists,180,58730,28.24
NM,"Biological Scientists, All Other",410,73610,35.39
NM,Conservation Scientists,220,68710,33.03
NM,Foresters,90,52740,25.35
NM,Epidemiologists,100,67130,32.27
NM,"Medical Scientists, Except Epidemiologists",370,87850,42.23
NM,"Life Scientists, All Other",90,54850,26.37
NM,Astronomers,40,78910,37.94
NM,Physicists,1770,149910,72.07
NM,Atmospheric and Space Scientists,100,111090,53.41
NM,Chemists,300,95940,46.12
NM,Materials Scientists,110,136130,65.45
NM,"Environmental Scientists and Specialists, Including Health",1180,87200,41.92
NM,"Geoscientists, Except Hydrologists and Geographers",270,86620,41.64
