st,occupation,tot_emp,hr_mean,avg_mean
GU,"Claims Adjusters, Examiners, and Investigators",100,22.60,"47,020"
GU,Compliance Officers,200,31.23,"64,960"
GU,Cost Estimators,40,30.02,"62,450"
GU,Human Resources Specialists,210,24.86,"51,710"
GU,Logisticians,40,32.99,"68,610"
GU,Management Analysts,150,29.40,"61,160"
GU,"Meeting, Convention, and Event Planners",40,17.01,"35,370"
GU,Market Research Analysts and Marketing Specialists,50,22.24,"46,260"
GU,"Business Operations Specialists, All Other",290,33.01,"68,670"
GU,Accountants and Auditors,460,22.94,"47,720"
GU,Budget Analysts,50,26.36,"54,830"
GU,Insurance Underwriters,50,19.50,"40,550"
GU,Loan Officers,60,23.82,"49,540"
GU,Tax Preparers,70,17.45,"36,290"
GU,"Financial Specialists, All Other",40,34.20,"71,140"
GU,Computer and Mathematical Occupations,600,24.84,"51,660"
GU,Computer Systems Analysts,60,25.80,"53,650"
GU,Network and Computer Systems Administrators,70,27.25,"56,670"
GU,Computer User Support Specialists,140,17.41,"36,210"
GU,Computer Network Support Specialists,110,19.01,"39,530"
GU,"Computer Occupations, All Other",110,38.00,"79,030"
GU,Architecture and Engineering Occupations,940,29.00,"60,330"
GU,"Architects, Except Landscape and Naval",50,42.80,"89,020"
GU,Civil Engineers,280,31.29,"65,070"
GU,Electrical Engineers,70,30.99,"64,460"
GU,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",40,35.03,"72,870"
GU,Mechanical Engineers,50,28.98,"60,280"
GU,Architectural and Civil Drafters,90,20.33,"42,290"
GU,"Engineering Technicians, Except Drafters, All Other",80,23.65,"49,190"
GU,"Life, Physical, and Social Science Occupations",390,26.84,"55,820"
GU,"Environmental Scientists and Specialists, Including Health",40,29.13,"60,590"
GU,Urban and Regional Planners,50,31.18,"64,850"
GU,Biological Technicians,80,18.20,"37,850"
GU,Community and Social Service Occupations,710,22.30,"46,370"
GU,"Educational, Guidance, School, and Vocational Counselors",150,28.35,"58,970"
GU,"Child, Family, and School Social Workers",80,18.38,"38,230"
GU,Healthcare Social Workers,60,24.61,"51,200"
GU,"Social Workers, All Other",40,23.17,"48,190"
GU,Social and Human Service Assistants,90,15.71,"32,670"
GU,Legal Occupations,250,35.18,"73,170"
GU,Lawyers,140,48.12,"100,090"
GU,Paralegals and Legal Assistants,60,20.07,"41,740"
GU,"Education, Training, and Library Occupations","4,530",21.82,"45,390"
GU,"Preschool Teachers, Except Special Education",100,15.19,"31,590"
GU,"Kindergarten Teachers, Except Special Education",100,*,"46,430"
GU,"Elementary School Teachers, Except Special Education",900,*,"48,800"
GU,"Middle School Teachers, Except Special and Career/Technical Education",530,*,"47,540"
GU,"Secondary School Teachers, Except Special and Career/Technical Education",600,*,"50,460"
GU,"Teachers and Instructors, All Other, Except Substitute Teachers",150,*,"40,890"
GU,Substitute Teachers,530,11.86,"24,670"
GU,Librarians,60,26.12,"54,330"
GU,Library Technicians,**,15.57,"32,390"
GU,Instructional Coordinators,170,28.29,"58,850"
GU,Teacher Assistants,800,*,"25,730"
GU,"Education, Training, and Library Workers, All Other",70,17.48,"36,350"
GU,"Arts, Design, Entertainment, Sports, and Media Occupations",550,17.88,"37,180"
GU,Floral Designers,**,11.09,"23,060"
GU,Graphic Designers,70,16.85,"35,050"
GU,Merchandise Displayers and Window Trimmers,100,9.72,"20,210"
GU,Public Relations Specialists,30,22.78,"47,390"
GU,Healthcare Practitioners and Technical Occupations,"2,200",33.55,"69,790"
GU,Dietitians and Nutritionists,30,25.66,"53,360"
GU,Pharmacists,80,55.30,"115,030"
GU,Anesthesiologists,50,32.73,"68,070"
GU,Family and General Practitioners,60,89.79,"186,760"
GU,Physical Therapists,30,29.74,"61,870"
GU,Registered Nurses,600,28.38,"59,030"
GU,Clinical Laboratory Technologists and Technicians,130,23.57,"49,020"
GU,Dental Hygienists,40,28.24,"58,750"
GU,Cardiovascular Technologists and Technicians,30,*,*
GU,Radiologic Technologists,80,22.43,"46,660"
GU,Pharmacy Technicians,120,13.57,"28,230"
GU,Licensed Practical and Licensed Vocational Nurses,130,16.68,"34,700"
GU,Medical Records and Health Information Technicians,60,17.15,"35,660"
GU,Occupational Health and Safety Specialists,120,26.22,"54,530"
GU,Occupational Health and Safety Technicians,60,15.01,"31,210"
GU,Healthcare Support Occupations,960,13.28,"27,620"
GU,Nursing Assistants,330,13.11,"27,270"
GU,Massage Therapists,130,11.91,"24,760"
GU,Dental Assistants,190,14.60,"30,360"
GU,Medical Assistants,190,12.79,"26,600"
GU,Protective Service Occupations,"2,420",18.08,"37,610"
GU,"First-Line Supervisors of Protective Service Workers, All Other",90,20.03,"41,670"
GU,Security Guards,870,9.89,"20,580"
GU,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",110,9.98,"20,760"
GU,Transportation Security Screeners,230,20.79,"43,240"
GU,"Protective Service Workers, All Other",40,12.61,"26,230"
GU,Food Preparation and Serving Related Occupations,"6,810",10.24,"21,300"
GU,Chefs and Head Cooks,360,15.54,"32,330"
GU,First-Line Supervisors of Food Preparation and Serving Workers,440,11.89,"24,740"
GU,"Cooks, Fast Food",750,9.65,"20,080"
GU,"Cooks, Institution and Cafeteria",100,11.78,"24,500"
GU,"Cooks, Restaurant",920,10.20,"21,220"
GU,"Cooks, Short Order",130,10.75,"22,360"
GU,Food Preparation Workers,500,9.90,"20,590"
GU,Bartenders,170,10.05,"20,910"
GU,"Combined Food Preparation and Serving Workers, Including Fast Food",140,10.07,"20,950"
GU,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",570,9.63,"20,040"
GU,Waiters and Waitresses,"1,720",9.76,"20,310"
GU,"Food Servers, Nonrestaurant",120,9.60,"19,980"
GU,Dining Room and Cafeteria Attendants and Bartender Helpers,130,9.08,"18,890"
GU,Dishwashers,360,9.04,"18,800"
GU,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",340,9.28,"19,300"
GU,"Food Preparation and Serving Related Workers, All Other",30,8.86,"18,430"
GU,Building and Grounds Cleaning and Maintenance Occupations,"3,180",10.27,"21,350"
GU,First-Line Supervisors of Housekeeping and Janitorial Workers,180,14.45,"30,050"
GU,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",80,12.94,"26,910"
GU,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","1,150",10.31,"21,450"
GU,Maids and Housekeeping Cleaners,"1,220",9.32,"19,370"
GU,Pest Control Workers,40,12.07,"25,110"
GU,Landscaping and Groundskeeping Workers,490,10.35,"21,540"
GU,Personal Care and Service Occupations,"1,370",10.97,"22,810"
GU,First-Line Supervisors of Personal Service Workers,90,15.17,"31,540"
GU,Nonfarm Animal Caretakers,30,11.17,"23,230"
GU,"Ushers, Lobby Attendants, and Ticket Takers",110,9.59,"19,940"
GU,Amusement and Recreation Attendants,180,9.84,"20,470"
GU,"Hairdressers, Hairstylists, and Cosmetologists",130,13.46,"27,990"
GU,Baggage Porters and Bellhops,80,9.09,"18,900"
GU,Concierges,180,10.43,"21,690"
GU,Tour and Travel Guides,180,10.81,"22,480"
GU,Childcare Workers,100,9.05,"18,820"
GU,Sales and Related Occupations,"5,080",11.86,"24,680"
GU,First-Line Supervisors of Retail Sales Workers,510,13.94,"29,000"
GU,First-Line Supervisors of Non-Retail Sales Workers,70,17.31,"36,000"
GU,Cashiers,"1,750",9.81,"20,400"
GU,Counter and Rental Clerks,200,9.60,"19,960"
GU,Parts Salespersons,100,10.41,"21,650"
GU,Retail Salespersons,"1,800",11.88,"24,700"
GU,Advertising Sales Agents,30,17.51,"36,430"
GU,Insurance Sales Agents,70,14.53,"30,220"
GU,Travel Agents,70,15.60,"32,450"
GU,"Sales Representatives, Services, All Other",100,15.74,"32,730"
GU,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",270,13.18,"27,420"
GU,Office and Administrative Support Occupations,"10,850",14.25,"29,640"
GU,First-Line Supervisors of Office and Administrative Support Workers,810,19.69,"40,960"
GU,"Switchboard Operators, Including Answering Service",30,13.50,"28,090"
GU,Bill and Account Collectors,130,13.44,"27,950"
GU,Billing and Posting Clerks,160,13.56,"28,200"
GU,"Bookkeeping, Accounting, and Auditing Clerks",840,14.23,"29,600"
GU,Payroll and Timekeeping Clerks,60,16.50,"34,320"
GU,Procurement Clerks,90,15.92,"33,100"
GU,Tellers,300,12.31,"25,610"
GU,Customer Service Representatives,"1,540",11.84,"24,630"
GU,File Clerks,60,11.73,"24,410"
GU,"Hotel, Motel, and Resort Desk Clerks",300,9.53,"19,830"
GU,Loan Interviewers and Clerks,60,13.26,"27,590"
GU,New Accounts Clerks,90,15.39,"32,010"
GU,Order Clerks,40,12.62,"26,250"
GU,"Human Resources Assistants, Except Payroll and Timekeeping",70,17.06,"35,470"
GU,Receptionists and Information Clerks,330,10.89,"22,660"
GU,Reservation and Transportation Ticket Agents and Travel Clerks,260,19.68,"40,940"
GU,"Information and Record Clerks, All Other",110,20.00,"41,590"
GU,Cargo and Freight Agents,310,*,*
GU,Couriers and Messengers,120,13.01,"27,070"
GU,"Dispatchers, Except Police, Fire, and Ambulance",130,15.19,"31,610"
GU,Postal Service Clerks,30,24.90,"51,780"
GU,Postal Service Mail Carriers,30,24.20,"50,340"
GU,"Production, Planning, and Expediting Clerks",240,21.50,"44,730"
GU,"Shipping, Receiving, and Traffic Clerks",120,15.44,"32,110"
GU,Stock Clerks and Order Fillers,"1,340",10.75,"22,370"
GU,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",40,*,*
GU,Executive Secretaries and Executive Administrative Assistants,320,22.13,"46,020"
GU,Legal Secretaries,60,17.31,"36,010"
GU,Medical Secretaries,160,13.39,"27,840"
GU,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",790,16.11,"33,510"
GU,Computer Operators,80,17.48,"36,350"
GU,Data Entry Keyers,70,12.52,"26,040"
GU,Word Processors and Typists,170,14.89,"30,970"
GU,Insurance Claims and Policy Processing Clerks,50,11.57,"24,060"
GU,"Office Clerks, General","1,190",11.40,"23,710"
GU,"Office and Administrative Support Workers, All Other",70,17.99,"37,430"
GU,"Farming, Fishing, and Forestry Occupations",70,13.56,"28,200"
GU,Construction and Extraction Occupations,"4,010",15.21,"31,630"
GU,First-Line Supervisors of Construction Trades and Extraction Workers,250,22.74,"47,310"
GU,Carpenters,780,15.48,"32,210"
GU,Cement Masons and Concrete Finishers,340,14.92,"31,040"
GU,Construction Laborers,720,11.03,"22,940"
GU,Operating Engineers and Other Construction Equipment Operators,230,16.58,"34,490"
GU,Electricians,330,18.52,"38,530"
GU,"Painters, Construction and Maintenance",190,12.86,"26,740"
GU,"Plumbers, Pipefitters, and Steamfitters",210,16.52,"34,360"
GU,Reinforcing Iron and Rebar Workers,110,15.61,"32,480"
GU,Sheet Metal Workers,150,16.73,"34,800"
GU,Helpers--Electricians,110,14.51,"30,170"
GU,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",110,10.58,"22,020"
GU,"Helpers, Construction Trades, All Other",60,11.13,"23,160"
GU,Construction and Building Inspectors,30,20.12,"41,850"
GU,Hazardous Materials Removal Workers,40,14.33,"29,820"
GU,"Installation, Maintenance, and Repair Occupations","2,960",16.32,"33,950"
GU,"First-Line Supervisors of Mechanics, Installers, and Repairers",200,25.50,"53,030"
GU,"Telecommunications Equipment Installers and Repairers, Except Line Installers",130,19.56,"40,680"
GU,Electronic Home Entertainment Equipment Installers and Repairers,60,11.87,"24,690"
GU,Security and Fire Alarm Systems Installers,60,16.22,"33,740"
GU,Automotive Body and Related Repairers,40,12.54,"26,090"
GU,Automotive Service Technicians and Mechanics,240,13.93,"28,970"
GU,Bus and Truck Mechanics and Diesel Engine Specialists,70,17.43,"36,260"
GU,"Mobile Heavy Equipment Mechanics, Except Engines",210,18.32,"38,100"
GU,Tire Repairers and Changers,40,13.09,"27,220"
GU,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",160,18.43,"38,340"
GU,Industrial Machinery Mechanics,60,23.08,"48,010"
GU,"Maintenance Workers, Machinery",30,15.05,"31,300"
GU,Telecommunications Line Installers and Repairers,70,16.18,"33,660"
GU,"Maintenance and Repair Workers, General",750,12.54,"26,080"
GU,"Helpers--Installation, Maintenance, and Repair Workers",390,10.97,"22,820"
GU,"Installation, Maintenance, and Repair Workers, All Other",80,16.45,"34,220"
GU,Production Occupations,"1,500",14.98,"31,150"
GU,First-Line Supervisors of Production and Operating Workers,120,26.00,"54,090"
GU,Bakers,180,9.96,"20,720"
GU,Butchers and Meat Cutters,150,12.29,"25,570"
GU,"Welders, Cutters, Solderers, and Brazers",150,18.49,"38,460"
GU,Printing Press Operators,30,12.80,"26,630"
GU,Laundry and Dry-Cleaning Workers,170,10.43,"21,690"
GU,Water and Wastewater Treatment Plant and System Operators,90,20.10,"41,810"
GU,"Painters, Transportation Equipment",40,16.75,"34,840"
GU,Helpers--Production Workers,90,10.57,"21,980"
GU,Transportation and Material Moving Occupations,"3,590",14.44,"30,030"
GU,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",140,18.30,"38,050"
GU,Air Traffic Controllers,**,44.76,"93,100"
GU,"Bus Drivers, Transit and Intercity",140,9.99,"20,770"
GU,"Bus Drivers, School or Special Client",150,15.93,"33,130"
GU,Driver/Sales Workers,250,10.54,"21,920"
GU,Heavy and Tractor-Trailer Truck Drivers,320,13.96,"29,050"
GU,Light Truck or Delivery Services Drivers,340,11.00,"22,880"
GU,Taxi Drivers and Chauffeurs,250,10.26,"21,340"
GU,"Motor Vehicle Operators, All Other",30,22.56,"46,920"
GU,Parking Lot Attendants,**,9.81,"20,410"
GU,Automotive and Watercraft Service Attendants,60,11.22,"23,330"
GU,Transportation Inspectors,50,18.51,"38,500"
GU,Crane and Tower Operators,50,21.52,"44,770"
GU,Excavating and Loading Machine and Dragline Operators,130,17.96,"37,350"
GU,Industrial Truck and Tractor Operators,130,14.22,"29,590"
GU,Cleaners of Vehicles and Equipment,410,9.78,"20,350"
GU,"Laborers and Freight, Stock, and Material Movers, Hand",450,12.28,"25,540"
GU,"Packers and Packagers, Hand",180,9.22,"19,180"
PR,All Occupations,"846,010",14.16,"29,460"
PR,Management Occupations,"37,080",36.32,"75,540"
PR,Chief Executives,"2,400",59.57,"123,920"
PR,General and Operations Managers,"5,640",40.84,"84,940"
PR,Advertising and Promotions Managers,100,40.79,"84,840"
PR,Marketing Managers,660,40.91,"85,100"
PR,Sales Managers,"1,550",43.97,"91,460"
PR,Public Relations and Fundraising Managers,230,34.11,"70,950"
PR,Administrative Services Managers,"2,880",29.10,"60,530"
PR,Computer and Information Systems Managers,"1,340",38.32,"79,710"
PR,Financial Managers,"3,740",39.30,"81,750"
PR,Industrial Production Managers,"1,070",53.05,"110,350"
PR,Purchasing Managers,350,36.77,"76,470"
PR,"Transportation, Storage, and Distribution Managers",890,37.87,"78,770"
PR,Compensation and Benefits Managers,40,45.20,"94,020"
PR,Human Resources Managers,"1,130",32.89,"68,410"
PR,Training and Development Managers,90,26.85,"55,840"
PR,Construction Managers,580,28.62,"59,530"
PR,"Education Administrators, Preschool and Childcare Center/Program",200,20.80,"43,260"
PR,"Education Administrators, Elementary and Secondary School","1,460",*,"48,680"
PR,"Education Administrators, Postsecondary","1,430",30.49,"63,420"
PR,"Education Administrators, All Other",220,47.18,"98,140"
PR,Architectural and Engineering Managers,980,48.55,"100,990"
PR,Food Service Managers,"2,120",15.19,"31,600"
PR,Gaming Managers,50,24.68,"51,340"
PR,Lodging Managers,130,23.46,"48,800"
PR,Medical and Health Services Managers,"1,130",36.80,"76,550"
PR,Postmasters and Mail Superintendents,90,39.99,"83,180"
PR,Social and Community Service Managers,350,17.10,"35,580"
PR,Emergency Management Directors,120,17.14,"35,650"
PR,"Managers, All Other","5,850",30.93,"64,330"
PR,Business and Financial Operations Occupations,"42,300",19.10,"39,730"
PR,Buyers and Purchasing Agents,"4,030",13.99,"29,100"
PR,"Claims Adjusters, Examiners, and Investigators","2,020",19.17,"39,880"
PR,"Insurance Appraisers, Auto Damage",320,17.68,"36,770"
PR,Compliance Officers,"3,880",22.91,"47,650"
PR,Cost Estimators,450,17.91,"37,250"
PR,Human Resources Specialists,"2,480",17.69,"36,800"
PR,Labor Relations Specialists,290,18.76,"39,020"
PR,Logisticians,590,22.13,"46,020"
PR,Management Analysts,"1,500",29.47,"61,300"
PR,"Meeting, Convention, and Event Planners",500,12.76,"26,550"
PR,"Compensation, Benefits, and Job Analysis Specialists",280,19.48,"40,520"
PR,Training and Development Specialists,680,19.20,"39,940"
PR,Market Research Analysts and Marketing Specialists,"1,450",16.38,"34,080"
PR,"Business Operations Specialists, All Other","6,970",19.64,"40,850"
PR,Accountants and Auditors,"7,880",17.62,"36,650"
PR,Appraisers and Assessors of Real Estate,240,16.45,"34,220"
PR,Budget Analysts,500,21.23,"44,160"
PR,Credit Analysts,660,19.42,"40,390"
PR,Financial Analysts,"1,360",26.44,"55,000"
PR,Personal Financial Advisors,290,36.58,"76,090"
PR,Insurance Underwriters,960,19.46,"40,480"
PR,Financial Examiners,840,20.51,"42,660"
PR,Credit Counselors,200,20.54,"42,720"
PR,Loan Officers,"1,850",18.34,"38,150"
PR,"Tax Examiners and Collectors, and Revenue Agents",590,12.01,"24,980"
PR,Tax Preparers,860,15.33,"31,890"
PR,"Financial Specialists, All Other",620,17.92,"37,270"
PR,Computer and Mathematical Occupations,"11,070",20.90,"43,470"
PR,Computer Systems Analysts,"1,280",23.40,"48,680"
PR,Information Security Analysts,350,20.41,"42,440"
PR,Computer Programmers,"1,550",22.25,"46,280"
PR,"Software Developers, Applications",380,25.36,"52,760"
PR,"Software Developers, Systems Software",820,29.21,"60,750"
PR,Web Developers,260,18.54,"38,560"
